wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
4.672043010752688588e+02,6.493506493506495669e-03,5.607526881720431220e+02,3.454878454878455019e-01,4.247311827956989418e+02,3.108558108558108213e-01,3.775000000000000000e+02,7.226576999999999307e-02,2.693291000000000088e-02,3.915182999999999858e-02
4.725806451612903629e+02,1.248751248751249487e-02,5.655913978494623962e+02,3.148518148518149040e-01,4.306451612903225623e+02,3.348318348318348736e-01,3.800000000000000000e+02,8.365590000000000526e-02,2.803722000000000159e-02,5.249630000000000268e-02
4.774193548387097508e+02,7.159507159507166874e-03,5.763440860215054045e+02,2.908757908757908517e-01,4.349462365591398338e+02,3.521478521478521584e-01,3.825000000000000000e+02,8.828081999999999596e-02,2.907397000000000106e-02,6.303382999999999903e-02
4.822580645161290249e+02,4.495504495504495934e-03,5.811827956989247923e+02,2.522477522477521994e-01,4.403225806451613380e+02,3.614718614718614997e-01,3.850000000000000000e+02,8.644527999999999934e-02,3.003638999999999962e-02,7.544149999999999467e-02
4.865591397849462965e+02,9.157509157509166609e-03,5.860215053763441801e+02,2.129537129537129314e-01,4.424731182795699169e+02,3.714618714618714845e-01,3.875000000000000000e+02,8.640788000000000635e-02,3.091769999999999935e-02,9.631475000000000453e-02
4.935483870967742632e+02,1.515151515151515194e-02,5.940860215053763795e+02,1.683316683316683215e-01,4.462365591397849585e+02,3.821178821178821128e-01,3.900000000000000000e+02,8.853062999999999905e-02,3.171112999999999710e-02,1.229191399999999962e-01
4.973118279569893048e+02,1.048951048951049514e-02,6.021505376344086926e+02,1.230436230436230405e-01,4.483870967741935374e+02,3.774558774558774976e-01,3.925000000000000000e+02,8.408182999999999629e-02,3.240991000000000011e-02,1.532737999999999878e-01
5.010752688172043463e+02,5.827505827505824465e-03,6.112903225806452383e+02,8.175158175158175888e-02,4.500000000000000000e+02,3.747918747918748128e-01,3.950000000000000000e+02,7.681757000000000168e-02,3.300725000000000187e-02,1.813522300000000032e-01
5.032258064516129252e+02,1.115551115551116634e-02,6.258064516129032882e+02,5.644355644355644741e-02,4.537634408602150415e+02,3.821178821178821128e-01,3.975000000000000000e+02,7.260252999999999846e-02,3.349639000000000089e-02,2.013145500000000088e-01
5.064516129032258505e+02,1.581751581751582314e-02,6.306451612903226760e+02,5.777555777555778982e-02,4.591397849462365457e+02,3.907758907758908107e-01,4.000000000000000000e+02,7.019530999999999687e-02,3.387053999999999759e-02,2.178699500000000067e-01
